ticket_id,customer_segment,product_area,priority,channel,agent_tenure_months,first_response_min,resolution_min,reopen_count,csat_1_5,refund_requested,escalation,bug_confirmed,sentiment_score,sla_breached
204442,Enterprise,integrations,medium,phone,11.7,6.7,818.1,0,3,0,0,1,0.14,1
204443,Enterprise,integrations,urgent,phone,29.6,6.7,1906.7,0,3,0,0,1,-0.145,1
204444,Consumer,performance,low,email,5.4,52.9,546.7,0,5,0,0,1,-0.117,0
204445,Consumer,mobile,medium,email,8.3,75.2,478.6,0,5,0,0,0,0.204,0
204446,Consumer,integrations,low,chat,16.0,5.2,2538.5,1,3,0,0,0,-0.922,1
204447,SMB,performance,low,chat,9.9,14.0,5851.8,0,3,0,0,1,-0.429,1
204448,Consumer,mobile,low,phone,37.8,10.0,688.0,0,5,0,0,0,0.135,0
204449,Consumer,mobile,urgent,email,13.2,12.3,1239.3,2,3,0,0,1,-0.863,1
204450,SMB,performance,low,email,30.3,34.7,867.3,1,5,0,0,1,0.026,0
204451,Enterprise,login,medium,phone,16.6,3.8,345.2,0,4,0,0,0,0.221,0
204452,SMB,performance,medium,email,13.6,29.3,1048.1,0,3,0,0,0,-0.144,1
204453,SMB,performance,high,chat,23.8,8.9,951.4,0,2,0,0,1,0.156,1
204454,Consumer,billing,medium,community,17.5,364.1,191.6,1,4,0,0,0,0.189,0
204455,Consumer,login,low,phone,27.8,9.0,118.5,1,5,0,1,0,0.219,0
204456,Consumer,mobile,medium,community,38.2,180.2,469.5,0,4,0,0,0,0.558,0
204457,Consumer,billing,medium,phone,3.7,5.5,239.9,0,4,0,0,0,0.605,0
204458,Consumer,login,high,chat,37.1,7.9,606.3,1,3,0,1,1,0.121,1
204459,Consumer,login,low,email,30.2,63.5,522.7,0,5,0,0,0,0.241,0
204460,SMB,integrations,high,phone,30.1,3.3,328.2,1,5,0,0,1,-0.015,0
204461,SMB,performance,low,email,24.2,30.0,1813.3,0,3,0,0,1,-0.107,1
204462,SMB,billing,high,email,34.1,27.6,592.8,0,4,0,0,0,0.058,1
204463,SMB,integrations,medium,phone,19.4,22.5,386.9,0,4,0,0,0,0.345,0
204464,Consumer,performance,high,chat,39.7,6.7,605.8,0,4,0,0,1,0.309,1
204465,Consumer,performance,high,chat,20.4,12.3,344.0,0,5,0,0,0,0.587,0
204466,Enterprise,billing,urgent,community,21.6,355.6,810.6,0,3,0,0,0,0.279,1
204467,SMB,billing,medium,email,6.1,45.0,248.3,1,5,0,0,0,0.01,0
204468,Consumer,performance,medium,email,8.7,60.9,635.8,0,5,0,0,0,0.287,0
204469,Consumer,mobile,low,email,109.9,280.5,415.1,0,4,0,0,0,0.342,0
204470,Consumer,billing,high,email,10.9,22.2,143.4,0,5,0,1,0,0.449,0
204471,SMB,api,low,email,47.6,66.5,1242.4,1,4,1,0,0,-0.09,0
204472,Enterprise,billing,medium,phone,7.8,10.5,336.7,1,5,1,0,0,0.247,0
204473,Enterprise,api,low,email,31.2,36.8,1140.6,0,4,0,1,0,-0.16,0
204474,Consumer,mobile,low,chat,34.1,8.5,259.9,0,5,0,0,0,0.787,0
204475,SMB,mobile,high,chat,24.8,7.6,423.5,0,4,0,0,0,0.154,1
204476,Consumer,integrations,high,email,2.1,78.6,392.2,0,4,0,0,0,-0.301,1
204477,Consumer,login,medium,chat,16.7,5.2,624.1,0,4,0,0,0,0.29,0
204478,Consumer,billing,low,email,15.2,81.1,106.4,0,4,0,0,0,0.557,0
204479,Enterprise,billing,high,email,31.2,30.1,1322.9,0,5,0,0,0,-0.122,1
204480,SMB,login,low,community,32.6,256.8,102.5,0,4,0,0,0,0.098,0
204481,Consumer,mobile,medium,community,23.4,161.4,212.8,0,5,0,0,0,-0.095,0
204482,Consumer,billing,medium,email,16.7,44.4,359.1,0,5,0,0,0,-0.073,0
204483,Enterprise,performance,medium,chat,12.7,18.9,1401.3,0,4,0,0,1,0.14,1
204484,Enterprise,login,low,email,23.0,46.3,220.2,0,4,0,0,0,0.514,0
204485,Consumer,login,low,email,4.3,28.8,366.9,1,4,0,0,1,0.492,0
204486,Consumer,integrations,urgent,community,12.6,652.7,467.5,0,3,0,0,0,0.082,1
204487,Consumer,performance,urgent,email,6.5,19.6,1391.1,0,3,0,1,0,0.073,1
204488,SMB,login,medium,email,14.8,30.9,1051.4,0,5,0,0,0,-0.613,1
204489,SMB,mobile,medium,chat,24.1,17.1,804.0,0,4,0,0,0,-0.134,1
204490,SMB,integrations,high,chat,4.2,19.7,306.0,0,3,0,0,0,0.38,0
204491,Enterprise,performance,high,email,37.5,57.2,2319.7,1,3,0,0,0,-0.785,1
204492,SMB,api,high,phone,7.5,10.3,592.3,0,3,0,0,0,-0.268,1
204493,SMB,billing,high,email,15.1,20.6,884.3,0,4,0,1,0,0.009,1
204494,Consumer,billing,low,chat,10.9,23.2,1057.0,0,4,0,0,1,0.104,0
204495,Consumer,login,medium,chat,62.9,12.5,276.2,0,3,0,0,1,-0.072,0
204496,Consumer,integrations,medium,chat,8.5,54.6,659.4,0,5,0,0,0,-0.154,0
204497,Consumer,mobile,low,email,13.0,47.6,606.9,0,5,0,0,1,0.107,0
204498,Consumer,integrations,low,community,20.6,144.8,982.1,0,4,1,0,0,-0.005,0
204499,Consumer,api,low,email,13.9,65.9,1529.9,2,4,0,1,1,-0.113,1
204500,Enterprise,performance,low,email,29.9,81.4,690.5,1,5,0,0,1,0.08,0
204501,Enterprise,mobile,low,email,16.9,98.1,634.5,1,4,0,0,0,-0.105,0
204502,SMB,mobile,high,email,4.7,24.3,347.1,1,4,0,1,0,-0.364,0
204503,Consumer,integrations,high,community,24.9,306.6,687.5,0,4,1,0,0,-0.28,1
204504,Consumer,login,medium,email,6.4,63.3,152.1,0,5,0,0,0,0.08,0
204505,SMB,performance,medium,phone,37.0,9.3,652.2,0,4,0,0,0,0.242,0
204506,Enterprise,api,low,chat,17.4,24.8,645.0,0,5,0,0,0,0.343,0
204507,Enterprise,api,low,phone,26.3,7.5,1371.0,0,5,0,0,1,0.055,0
204508,SMB,login,high,email,71.8,48.9,934.6,0,3,0,0,1,0.167,1
204509,Consumer,performance,medium,chat,11.8,9.8,282.8,0,5,0,0,0,0.35,0
204510,SMB,api,medium,email,11.8,92.0,3262.3,1,4,0,1,1,-0.989,1
204511,Consumer,mobile,medium,chat,17.0,17.4,201.6,0,4,0,0,0,0.912,0
204512,Consumer,api,high,chat,40.5,10.9,1119.4,1,3,0,0,1,0.492,1
204513,SMB,performance,medium,email,6.8,85.4,1296.1,0,4,0,0,0,-0.414,1
204514,SMB,api,high,email,37.9,44.8,1808.4,0,4,0,0,0,-0.066,1
204515,Consumer,api,urgent,email,12.3,36.3,409.5,0,4,0,0,0,0.572,1
204516,Consumer,mobile,urgent,chat,2.2,14.8,371.4,0,4,0,0,0,0.426,1
204517,SMB,performance,high,email,7.4,12.8,650.7,0,3,0,0,0,0.067,1
204518,Consumer,integrations,medium,chat,16.8,17.5,176.8,0,4,0,0,0,0.164,0
204519,SMB,api,low,email,5.9,75.2,1221.7,0,5,0,0,1,0.129,0
204520,Consumer,mobile,high,phone,23.5,5.3,909.2,0,5,0,1,0,-0.172,1
204521,Consumer,mobile,high,email,39.3,28.9,105.1,0,5,0,0,0,0.371,0
204522,Consumer,login,low,community,9.2,154.0,406.3,0,5,0,0,1,0.202,0
204523,Consumer,mobile,urgent,chat,23.1,8.9,306.0,1,4,1,0,0,-0.307,1
204524,SMB,api,urgent,phone,12.7,11.9,869.8,0,4,0,0,0,0.086,1
204525,Enterprise,billing,medium,phone,65.4,6.4,428.1,1,4,0,0,0,0.008,0
204526,Enterprise,billing,medium,chat,12.8,3.8,902.2,0,4,0,0,0,0.6,1
204527,SMB,performance,medium,phone,19.8,5.8,272.1,1,5,0,0,0,0.155,0
204528,Consumer,api,medium,chat,18.6,25.8,444.6,0,5,0,0,0,0.195,0
204529,Enterprise,integrations,low,chat,17.3,12.1,686.6,0,5,0,0,1,-0.082,0
204530,Enterprise,api,urgent,phone,16.9,4.0,1260.5,0,4,0,0,0,0.217,1
204531,SMB,performance,medium,email,29.7,135.6,1331.4,0,3,0,0,1,0.094,1
204532,SMB,api,high,email,22.4,11.8,1580.8,0,3,0,1,0,-0.051,1
204533,SMB,integrations,urgent,email,19.6,51.2,694.1,0,4,0,0,0,0.092,1
204534,Consumer,integrations,high,phone,19.7,6.8,1048.3,1,4,0,0,0,-0.453,1
204535,Consumer,billing,low,email,8.7,108.4,1106.9,0,3,0,0,0,0.086,0
204536,Consumer,api,low,phone,11.4,21.9,253.1,2,5,0,0,0,-0.099,0
204537,SMB,login,medium,email,17.6,27.0,202.7,1,5,0,0,0,0.181,0
204538,SMB,login,low,email,8.4,108.3,252.7,0,4,0,0,1,0.441,0
204539,SMB,integrations,medium,email,7.5,35.1,1039.4,0,4,0,0,0,-0.229,1
204540,Enterprise,api,low,phone,26.7,4.9,686.1,0,4,0,0,0,0.591,0
204541,Consumer,login,low,chat,13.8,7.8,256.0,0,4,0,0,0,-0.159,0
204542,Consumer,mobile,low,chat,1.7,14.1,682.1,0,3,0,0,0,0.007,0
204543,Enterprise,performance,low,phone,37.8,30.1,761.4,0,4,0,0,1,0.192,0
204544,SMB,login,low,chat,13.2,6.8,244.9,1,5,0,0,0,-0.038,0
204545,SMB,billing,medium,chat,8.0,9.1,435.7,0,4,0,0,1,0.505,0
204546,SMB,integrations,low,chat,5.2,16.3,979.2,0,4,0,1,0,-0.064,0
204547,SMB,mobile,high,chat,31.5,6.2,317.0,0,5,0,0,0,0.287,0
204548,SMB,billing,low,chat,26.4,21.2,80.4,0,5,0,0,0,0.192,0
204549,Consumer,login,high,chat,31.6,12.7,768.6,0,4,0,0,0,0.268,1
204550,SMB,mobile,urgent,phone,48.0,9.6,1638.4,1,3,0,0,0,-0.434,1
204551,SMB,performance,low,email,11.9,117.9,649.3,0,4,0,0,1,0.387,0
204552,Consumer,performance,medium,email,12.5,75.5,1845.2,0,4,0,0,1,-0.247,1
204553,SMB,api,low,email,7.2,116.0,1202.1,0,4,0,0,1,0.142,0
204554,Consumer,mobile,high,email,13.5,92.8,1723.2,0,4,0,0,0,0.135,1
204555,Enterprise,billing,low,chat,21.9,15.6,704.3,2,3,0,0,1,-0.048,0
204556,Consumer,mobile,medium,email,12.2,39.7,200.9,1,5,0,0,0,0.287,0
204557,Enterprise,billing,medium,email,28.1,68.2,1534.9,0,4,0,0,1,-0.39,1
204558,Enterprise,login,medium,phone,18.9,5.4,127.6,0,4,0,0,0,0.838,0
204559,SMB,login,high,email,29.5,45.3,1255.6,0,4,0,0,0,-0.045,1
204560,Consumer,integrations,low,email,4.6,87.5,1365.3,0,3,0,0,1,0.158,0
204561,Consumer,performance,low,email,29.1,65.8,793.1,0,4,0,0,1,0.296,0
204562,Consumer,mobile,medium,chat,12.6,5.0,124.5,0,5,0,0,0,0.472,0
204563,SMB,mobile,medium,email,4.6,106.5,576.1,0,5,0,0,0,0.317,0
204564,SMB,mobile,urgent,chat,79.6,13.3,314.7,0,5,0,1,0,0.321,1
204565,Enterprise,performance,high,chat,22.1,4.3,2430.5,1,3,0,1,1,-0.404,1
204566,Consumer,integrations,low,community,16.2,256.7,473.2,0,5,0,0,0,0.455,0
204567,Consumer,performance,medium,chat,23.7,20.1,861.7,1,4,0,0,0,-0.1,1
204568,Consumer,performance,medium,chat,33.6,23.6,336.9,0,4,0,0,0,0.474,0
204569,Consumer,api,urgent,email,42.7,30.0,1482.5,0,4,0,1,1,0.186,1
204570,Consumer,performance,high,chat,9.3,9.2,744.4,0,4,0,0,0,0.377,1
204571,SMB,api,low,phone,21.8,9.1,297.2,1,4,0,0,0,0.258,0
204572,Consumer,login,urgent,email,32.1,23.9,117.6,0,4,0,0,0,0.119,0
204573,Enterprise,integrations,medium,chat,8.9,12.4,766.3,0,4,0,0,1,-0.071,1
204574,SMB,integrations,medium,chat,9.7,11.4,480.6,2,4,0,0,0,-0.388,0
204575,Consumer,mobile,medium,email,12.9,78.1,327.0,0,5,0,0,0,0.351,0
204576,SMB,billing,low,email,4.8,43.2,315.7,0,4,0,0,0,-0.189,0
204577,Enterprise,login,medium,chat,20.9,5.1,277.6,0,5,0,0,0,0.891,0
204578,Consumer,login,high,chat,20.3,5.8,168.9,0,5,1,0,0,-0.023,0
204579,Enterprise,login,medium,chat,10.8,15.9,753.9,0,4,0,0,0,0.095,1
204580,Consumer,api,high,chat,27.4,9.1,779.6,0,3,0,0,0,0.253,1
204581,Consumer,api,medium,phone,12.9,7.6,338.1,0,4,0,0,0,-0.26,0
204582,Consumer,api,urgent,chat,12.3,3.6,1280.6,0,4,0,1,0,-0.069,1
204583,SMB,mobile,low,phone,8.9,25.0,1245.3,0,4,0,0,1,0.232,0
204584,SMB,integrations,low,chat,17.6,11.7,1077.7,1,4,0,0,0,-0.175,0
204585,Enterprise,billing,high,chat,7.0,8.0,1369.9,1,3,0,0,1,-0.174,1
204586,Consumer,integrations,low,email,26.7,68.8,696.4,0,4,0,0,1,0.05,0
204587,Consumer,performance,medium,chat,3.7,8.5,207.1,0,4,0,0,0,0.401,0
204588,Enterprise,login,low,chat,5.5,21.9,254.5,0,4,0,1,1,0.148,0
204589,Enterprise,billing,low,chat,24.4,7.4,414.8,1,4,0,0,1,0.528,0
204590,Enterprise,api,low,email,14.0,99.7,3002.5,2,2,0,1,1,-0.892,1
204591,SMB,mobile,medium,chat,25.7,8.4,1124.7,1,3,0,0,0,-0.47,1
204592,SMB,performance,urgent,chat,8.8,4.5,1404.1,0,4,0,0,0,0.144,1
204593,Enterprise,mobile,low,email,12.3,60.2,308.5,0,5,0,0,0,0.278,0
204594,Consumer,mobile,urgent,email,37.2,46.2,1206.2,0,3,1,0,0,0.001,1
204595,Consumer,billing,low,email,20.3,52.8,269.4,0,4,0,0,1,0.359,0
204596,Consumer,mobile,urgent,chat,6.4,10.8,844.4,0,3,0,0,0,0.092,1
204597,SMB,api,high,phone,21.6,2.1,516.9,0,4,0,0,0,-0.267,1
204598,SMB,performance,medium,email,7.6,50.5,227.5,0,5,0,0,0,0.49,0
204599,Consumer,integrations,medium,chat,12.2,6.0,174.5,0,5,0,0,0,0.666,0
204600,Enterprise,integrations,low,phone,12.0,7.0,1260.8,0,5,0,0,0,-0.109,0
204601,SMB,mobile,urgent,chat,4.0,10.7,520.8,0,5,0,0,1,0.266,1
204602,Consumer,billing,low,email,7.1,21.2,113.1,0,4,0,0,0,0.425,0
204603,Consumer,integrations,low,chat,10.4,8.0,329.5,0,4,0,1,0,0.111,0
204604,Consumer,performance,low,phone,19.2,18.7,290.5,0,4,0,0,0,0.42,0
204605,Consumer,api,low,email,21.7,46.1,628.5,0,4,1,0,1,0.745,0
204606,Consumer,integrations,medium,email,2.1,50.8,453.3,1,3,0,0,0,0.384,0
204607,Consumer,integrations,high,phone,18.7,4.1,748.2,2,3,0,0,0,-0.061,1
204608,Consumer,integrations,high,community,22.6,307.5,930.9,1,4,0,0,0,-0.582,1
204609,SMB,mobile,medium,community,23.2,246.0,485.3,0,4,0,0,0,0.135,0
204610,Consumer,login,high,email,14.9,32.9,702.4,0,3,0,1,1,-0.141,1
204611,Consumer,performance,low,chat,5.1,10.2,2209.6,0,4,1,0,0,-0.433,1
204612,Enterprise,api,low,chat,32.0,15.1,699.9,0,4,0,0,0,0.443,0
204613,SMB,integrations,medium,email,51.5,53.7,146.3,0,5,0,0,0,0.275,0
204614,SMB,api,low,chat,13.1,15.7,1073.8,1,4,0,0,1,-0.099,0
204615,Consumer,login,low,email,4.7,57.6,161.3,0,5,0,0,0,0.016,0
204616,Consumer,billing,high,phone,2.3,7.4,886.6,0,3,0,0,0,0.119,1
204617,Consumer,integrations,high,chat,11.7,12.5,538.1,0,5,0,0,0,0.059,1
204618,Enterprise,performance,medium,phone,29.9,8.5,853.2,1,4,0,0,0,0.004,1
204619,Consumer,login,low,community,4.0,158.8,133.0,0,5,0,0,0,0.27,0
204620,Enterprise,integrations,urgent,email,3.9,12.0,3071.4,0,4,0,0,1,-0.476,1
204621,SMB,mobile,medium,email,31.4,41.3,300.0,0,5,0,0,0,0.332,0
204622,Consumer,billing,medium,chat,1.4,15.2,453.6,0,5,0,0,0,0.032,0
204623,Consumer,billing,low,email,14.8,37.7,334.8,0,4,0,1,0,-0.414,0
204624,Consumer,api,medium,chat,8.7,4.4,1026.6,0,3,1,0,0,0.577,1
204625,Consumer,billing,low,chat,14.3,7.1,258.1,0,5,0,0,0,0.257,0
204626,Consumer,mobile,low,email,36.4,86.3,573.5,0,4,0,0,0,0.204,0
204627,Consumer,performance,low,chat,6.5,8.4,3591.8,2,2,0,1,1,-0.5,1
204628,Enterprise,performance,low,phone,45.0,26.9,639.2,0,4,0,0,1,0.823,0
204629,Consumer,api,medium,email,28.6,38.9,397.9,0,4,0,0,1,0.473,0
204630,SMB,login,urgent,email,22.3,15.3,843.2,0,3,0,1,0,0.572,1
204631,SMB,integrations,low,phone,15.2,8.6,1106.0,0,5,1,0,0,0.153,0
204632,Consumer,integrations,low,email,40.9,51.6,222.3,0,4,0,0,0,0.349,0
204633,Enterprise,billing,urgent,chat,14.0,17.0,1087.3,0,4,0,1,1,0.437,1
204634,Enterprise,integrations,high,community,26.9,248.3,1164.1,1,3,0,0,1,0.278,1
204635,SMB,login,medium,email,5.4,98.8,1183.2,1,4,0,0,1,-0.417,1
204636,SMB,api,high,email,24.2,41.6,622.2,0,5,1,0,0,-0.143,1
204637,SMB,login,low,phone,37.5,7.2,499.6,0,4,0,0,0,0.539,0
204638,Consumer,billing,medium,email,9.5,55.8,314.2,1,5,0,0,0,0.033,0
204639,Enterprise,billing,high,community,13.6,514.3,1720.4,0,4,0,0,1,-0.082,1
204640,Consumer,performance,low,email,7.0,75.7,645.2,0,4,0,0,0,0.393,0
204641,Consumer,api,high,chat,49.9,12.7,735.2,0,2,0,0,0,-0.057,1
204642,SMB,integrations,high,phone,44.6,3.1,601.2,0,4,0,0,0,-0.03,1
204643,Consumer,integrations,medium,email,15.8,57.9,719.6,0,5,0,0,0,0.668,0
204644,SMB,performance,low,email,22.8,48.4,579.1,0,4,0,0,0,0.461,0
204645,Consumer,mobile,high,phone,32.4,11.5,946.4,1,3,0,1,0,0.11,1
204646,SMB,mobile,low,email,11.9,66.1,500.6,0,5,0,0,0,0.192,0
204647,SMB,mobile,medium,email,22.7,155.9,274.9,0,5,0,0,0,0.485,0
204648,Enterprise,performance,high,chat,30.9,11.5,1965.1,0,4,0,1,1,-0.018,1
204649,Enterprise,mobile,high,phone,6.7,2.6,835.9,0,4,0,0,0,-0.02,1
204650,SMB,integrations,low,chat,12.2,31.2,895.8,0,4,0,1,1,0.298,0
204651,SMB,performance,high,phone,34.2,2.4,491.0,0,5,0,0,0,-0.021,1
204652,SMB,mobile,low,chat,11.9,13.8,858.5,0,5,0,0,1,0.143,0
204653,SMB,integrations,medium,email,14.0,111.6,965.0,0,4,0,0,1,0.269,1
204654,Consumer,mobile,low,phone,28.7,15.6,325.8,0,5,0,0,0,0.259,0
204655,Consumer,integrations,high,chat,9.4,12.0,331.0,0,5,0,0,0,0.547,0
204656,Enterprise,integrations,high,email,5.6,35.8,2140.3,1,2,0,1,1,-0.308,1
204657,Consumer,integrations,low,community,3.6,356.6,1853.1,2,4,0,0,1,-0.615,1
204658,Consumer,integrations,low,chat,9.7,10.9,262.9,1,5,0,0,0,0.232,0
204659,Enterprise,billing,medium,community,30.0,199.9,283.5,1,3,0,0,0,0.278,0
204660,Consumer,integrations,high,chat,8.6,11.9,209.7,1,4,0,0,0,0.182,0
204661,SMB,integrations,high,phone,29.5,3.5,923.5,0,3,0,1,0,0.144,1
204662,Consumer,api,medium,email,23.6,24.8,1230.0,0,4,0,0,0,-0.206,1
204663,Consumer,billing,urgent,email,8.1,21.0,3205.1,0,3,0,1,1,-0.68,1
204664,Enterprise,integrations,low,email,3.9,175.4,812.2,0,5,0,1,1,-0.21,0
204665,Consumer,performance,medium,community,23.6,162.5,1529.7,0,4,0,0,0,-0.038,1
204666,Enterprise,billing,high,chat,19.7,9.7,933.4,1,4,1,1,1,-0.123,1
204667,Consumer,login,medium,email,15.8,163.9,100.6,0,3,0,0,0,0.347,0
204668,Consumer,mobile,low,email,27.9,82.4,339.6,0,4,0,0,0,0.125,0
204669,Consumer,billing,high,email,13.9,64.0,372.4,0,4,0,0,0,0.284,1
204670,Consumer,performance,urgent,email,30.7,16.6,2227.7,2,3,0,0,1,-0.656,1
204671,Enterprise,billing,medium,chat,9.1,12.4,247.9,0,5,0,0,1,0.586,0
204672,Consumer,billing,low,email,28.6,22.9,220.6,0,4,0,0,0,0.707,0
204673,Enterprise,billing,medium,email,42.7,51.6,280.9,0,4,0,0,0,0.209,0
204674,Consumer,api,high,email,12.2,24.9,189.0,1,4,0,0,0,0.123,0
204675,Consumer,api,low,chat,30.7,11.8,2563.0,1,4,0,0,0,-0.812,1
204676,Consumer,login,high,email,32.4,43.4,176.1,0,5,0,0,0,0.583,0
204677,SMB,mobile,medium,chat,6.0,8.3,647.2,0,4,0,1,1,-0.082,0
204678,Consumer,login,medium,phone,52.2,24.8,179.2,0,4,0,0,0,0.102,0
204679,SMB,performance,urgent,chat,18.9,5.5,956.4,0,4,0,0,0,-0.323,1
204680,Consumer,billing,low,phone,29.2,7.1,27.6,1,5,0,0,0,0.245,0
204681,Consumer,performance,low,email,31.8,58.3,918.0,0,5,0,0,1,-0.117,0
204682,Consumer,billing,low,chat,25.2,12.3,100.0,0,4,0,0,0,0.55,0
204683,SMB,login,low,phone,15.8,3.7,204.7,0,5,0,0,0,0.321,0
204684,Consumer,integrations,low,community,18.2,235.2,162.4,0,5,0,0,0,-0.068,0
204685,SMB,billing,low,community,11.2,586.7,396.3,1,5,0,0,1,-0.272,0
204686,SMB,login,low,chat,16.7,11.7,175.0,0,4,0,0,0,0.314,0
204687,Consumer,billing,urgent,chat,30.2,12.6,441.4,0,4,0,0,0,-0.027,1
204688,Consumer,mobile,medium,email,15.7,70.1,1236.7,1,3,0,1,1,0.018,1
204689,Consumer,login,high,email,34.1,43.0,143.7,0,5,0,0,0,-0.366,0
204690,SMB,mobile,high,chat,24.0,14.7,1112.6,1,4,1,1,1,-0.296,1
204691,Consumer,mobile,medium,chat,13.3,24.0,763.9,1,3,0,0,0,-0.101,1
204692,Consumer,login,low,chat,7.0,20.7,149.0,1,4,0,0,1,0.364,0
204693,Consumer,api,high,chat,29.4,6.6,670.6,0,4,0,0,0,0.062,1
204694,SMB,performance,medium,chat,12.6,9.0,1050.8,0,3,0,0,0,0.085,1
204695,Consumer,performance,medium,chat,21.9,12.4,540.4,0,4,0,0,0,0.684,0
204696,Consumer,integrations,medium,chat,46.2,20.2,1354.0,0,4,0,0,1,0.077,1
204697,SMB,login,low,email,39.2,42.3,257.8,0,4,0,0,0,0.279,0
204698,Consumer,billing,low,chat,12.6,9.5,487.6,0,4,0,0,0,0.184,0
204699,SMB,performance,low,chat,41.0,17.4,1294.6,0,4,1,0,0,0.104,0
204700,Consumer,integrations,medium,chat,21.0,10.3,417.3,1,4,0,0,1,-0.061,0
204701,Enterprise,billing,low,chat,16.6,31.0,1099.4,0,5,0,1,0,0.061,0
204702,SMB,api,low,chat,18.0,15.1,588.8,1,4,0,0,0,-0.047,0
204703,Consumer,login,low,community,24.3,283.9,348.4,1,4,0,0,0,0.121,0
204704,Consumer,api,medium,community,8.3,133.0,1075.9,1,3,0,0,0,-0.657,1
204705,SMB,api,low,chat,8.0,28.3,465.3,0,4,0,0,1,0.188,0
204706,SMB,performance,low,chat,9.5,13.9,599.0,0,5,0,1,0,-0.04,0
204707,Consumer,integrations,low,chat,37.0,16.2,415.8,0,5,0,0,0,0.429,0
204708,Consumer,api,medium,email,19.5,28.2,2546.2,3,3,1,0,1,-0.83,1
204709,SMB,performance,urgent,chat,46.8,5.2,1104.4,0,4,0,1,0,0.347,1
204710,Enterprise,mobile,urgent,email,7.1,25.1,997.4,0,4,0,1,0,-0.451,1
204711,Consumer,mobile,high,phone,10.5,4.2,997.1,1,3,0,0,1,-0.082,1
204712,Consumer,performance,high,email,51.8,33.1,790.6,0,4,0,0,1,0.239,1
204713,Consumer,billing,medium,phone,19.4,5.7,354.3,2,4,0,0,0,-0.727,0
204714,Enterprise,billing,medium,email,11.8,46.2,326.5,0,5,0,0,0,0.462,0
204715,Consumer,login,low,phone,10.4,7.1,726.9,0,4,0,0,1,0.246,0
204716,SMB,performance,urgent,phone,19.1,9.0,1007.2,0,4,0,0,0,0.239,1
204717,SMB,billing,high,chat,7.2,9.7,2362.8,1,3,0,0,0,-0.08,1
204718,Consumer,billing,low,community,1.7,155.8,164.7,0,4,0,0,0,-0.043,0
204719,Consumer,billing,urgent,community,5.4,80.2,387.8,0,3,0,0,0,-0.117,1
204720,Consumer,integrations,medium,chat,10.9,3.2,462.8,0,4,0,0,1,0.25,0
204721,SMB,login,low,chat,14.0,7.5,323.9,0,4,0,0,0,0.522,0
204722,SMB,billing,low,community,4.5,310.4,497.4,0,4,0,0,0,0.032,0
204723,SMB,integrations,low,email,31.1,47.4,465.9,0,4,0,0,1,0.009,0
204724,Consumer,integrations,low,chat,10.8,8.3,1842.5,0,3,0,0,1,-0.443,1
204725,Consumer,login,high,phone,7.0,2.7,532.2,0,4,0,0,0,0.283,1
204726,SMB,integrations,medium,chat,10.1,8.9,904.7,0,4,0,0,0,0.262,1
204727,SMB,mobile,high,community,22.7,357.4,386.0,0,4,0,0,0,0.21,1
204728,Consumer,billing,low,chat,19.2,5.2,689.2,1,4,0,0,0,-0.127,0
204729,Enterprise,login,medium,email,16.8,50.7,238.2,0,5,0,0,0,-0.083,0
204730,Consumer,billing,high,phone,38.8,8.3,874.8,0,4,0,0,1,0.02,1
204731,SMB,integrations,medium,email,24.7,111.5,455.3,1,4,0,0,1,-0.119,0
204732,SMB,mobile,medium,chat,12.0,18.9,820.4,0,4,0,0,0,-0.332,1
204733,Consumer,performance,high,chat,22.5,13.0,307.3,0,4,0,0,0,0.067,0
204734,Consumer,billing,medium,email,29.0,82.1,366.0,0,5,0,0,0,0.572,0
204735,Consumer,api,low,phone,4.0,10.1,1247.7,0,4,0,0,0,0.117,0
204736,Consumer,login,high,email,20.2,154.6,418.5,0,4,0,0,0,0.18,1
204737,Consumer,integrations,low,email,22.1,22.5,1247.6,0,5,0,0,0,-0.284,0
204738,SMB,api,urgent,chat,24.4,2.9,2320.0,3,2,0,0,1,-0.85,1
204739,SMB,mobile,medium,email,12.1,82.8,258.0,0,4,0,0,0,0.505,0
204740,SMB,api,medium,community,7.4,432.7,965.9,0,4,0,0,0,0.345,1
204741,SMB,integrations,medium,chat,13.1,10.6,2433.7,0,4,0,0,1,-0.893,1
204742,Consumer,performance,high,phone,18.4,6.2,642.5,0,4,0,0,0,0.245,1
204743,Consumer,login,medium,community,18.9,539.5,785.3,0,4,0,0,0,0.066,1
204744,Consumer,mobile,low,email,10.0,58.0,164.9,0,5,0,0,0,0.071,0
204745,Enterprise,integrations,high,phone,15.0,3.1,774.9,0,4,0,0,0,-0.114,1
204746,Consumer,billing,low,community,19.0,126.4,367.6,0,5,0,0,1,0.327,0
204747,SMB,mobile,medium,community,56.9,227.5,404.5,1,5,0,0,0,-0.024,0
204748,Consumer,mobile,medium,chat,25.3,10.6,889.9,2,4,0,1,0,-0.492,1
204749,Consumer,billing,medium,email,12.1,39.1,482.2,1,4,0,0,1,-0.294,0
204750,SMB,integrations,low,email,0.7,46.1,870.5,0,5,0,1,0,0.088,0
204751,Consumer,performance,low,community,17.4,187.7,77.0,0,5,0,0,0,0.097,0
204752,Consumer,billing,high,chat,15.9,9.9,553.4,0,4,0,0,0,-0.156,1
